"","ensembl_id","type","str","symbol","length","chr","total","non_zero","Schizophrenia.A162a","Schizophrenia.A162b","Schizophrenia.A162c","Schizophrenia.A128a","Schizophrenia.A128b","Schizophrenia.A128c","Schizophrenia.A212a","Schizophrenia.A212b","Schizophrenia.A212c","Schizophrenia.A67a","Schizophrenia.A67b","Schizophrenia.A67c","Normal.B272a","Normal.B272b","Normal.B272c","Normal.B190a","Normal.B190b","Normal.B190c","Normal.B367a","Normal.B367b","Normal.B367c","Normal.B226a","Normal.B226b","Normal.B226c","FoldChange","p.value"
"3455","ENSG00000084463.3","protein_coding","-","WBP11",2749,"chr12",48,48,46.2954,49.9492,52.1344,47.7515,51.5013,43.9082,44.2568,45.3348,50.3378,45.7351,46.419,44.9468,45.7726,51.6503,48.212,46.2565,54.5004,50.8391,46.4156,54.3587,48.1703,55.22,57.5607,50.6426,0.932695897695337,0.0249381883942296
"3470","ENSG00000089116.3","protein_coding","-","LHX5",2939,"chr12",48,48,1.30402,1.33345,0.691688,3.45789,3.44463,2.10092,1.67143,1.08982,1.67611,2.66256,2.31364,1.35825,2.01408,1.81115,2.85226,1.11295,4.5436,1.97636,2.6924,2.25975,1.96414,5.62526,5.49139,7.18937,0.584437747880173,0.0404582744282526
"3508","ENSG00000110888.13","protein_coding","-","CAPRIN2",4528,"chr12",48,48,16.3444,16.2522,17.5841,18.6661,17.577,13.7245,14.7182,15.8838,16.0715,16.8096,16.4705,12.8042,13.9319,15.9931,13.1827,16.2537,16.7956,15.8601,14.4538,14.4579,12.4396,10.5743,10.1118,11.7037,1.16378013274758,0.010797028113193
"3523","ENSG00000111012.5","protein_coding","-","CYP27B1",2540,"chr12",48,48,0.676388,1.02861,1.00043,1.60043,0.981105,0.470506,0.902526,0.802467,1.05786,1.10909,0.71245,0.59871,0.99877,1.12093,0.967332,1.3951,1.08994,1.31665,1.10335,0.84045,1.17077,1.85969,1.08202,1.0063,0.784197202526331,0.0396626161409766
"3545","ENSG00000111231.4","protein_coding","-","GPN3",1748,"chr12",48,48,3.85581,5.48043,5.71794,3.87595,3.83139,4.21607,3.65333,5.49712,4.69689,4.17825,4.61158,4.73051,4.3539,4.31989,2.97661,6.39349,5.21714,5.73965,6.41306,5.42777,4.50328,6.38724,7.12543,6.7263,0.828639132614537,0.0358752164793622
"3583","ENSG00000111450.9","protein_coding","-","STX2",3457,"chr12",48,48,21.1786,19.8178,20.4836,19.5494,18.5621,17.5731,18.1885,18.6989,22.1301,18.3502,20.32,20.8951,16.2912,16.7941,17.3504,18.4901,18.1834,17.515,15.4029,16.467,17.3055,18.881,20.8732,19.6672,1.10564813034363,0.00491444138926878
"3607","ENSG00000111666.6","protein_coding","+","CHPT1",2208,"chr12",48,48,4.48899,4.66736,8.20944,4.75612,4.37343,6.94608,6.15523,6.00033,5.91559,6.30841,6.60628,7.10256,7.58305,5.77461,5.30208,8.08608,5.1628,6.29767,9.4074,7.4123,7.84321,7.87658,7.0181,7.48585,0.839062129580938,0.0323312703759202
"3643","ENSG00000118307.14","protein_coding","-","CASC1",2609,"chr12",48,48,2.68465,1.50211,1.16876,1.62303,1.01486,2.21397,2.69873,2.23213,1.8023,2.55943,2.83749,2.00364,1.42612,1.42342,1.66191,2.61193,1.24837,1.55169,1.32692,1.09096,2.48076,0.905254,1.7258,0.979684,1.320530588432,0.0484060593219681
"3658","ENSG00000120833.9","protein_coding","+","SOCS2",6274,"chr12",48,48,0.800434,0.94853,1.10705,0.512943,1.11711,1.17464,1.61813,1.43873,1.6298,1.48839,0.856556,0.666559,0.889564,1.61791,0.967532,1.56406,2.25819,1.93578,2.9166,2.00371,1.95169,3.18266,2.58171,2.22709,0.554390646673276,0.00111127874407457
"3675","ENSG00000122970.11","protein_coding","+","IFT81",4462,"chr12",48,48,17.1193,18.9974,18.3757,15.0703,14.2067,17.2308,16.3304,15.1725,16.2424,17.3973,16.9476,14.4208,13.4557,13.2612,12.6003,19.0294,15.8032,15.8974,15.4065,14.2465,13.6429,13.0885,18.1114,12.526,1.11544765035099,0.0355866991547183
"3736","ENSG00000133687.11","protein_coding","-","TMTC1",9517,"chr12",48,48,0.777633,1.25062,1.92244,1.29922,1.8493,1.54874,1.96142,1.22383,2.25867,3.29992,3.31316,2.97609,3.5364,2.82257,2.55135,2.03355,2.46405,2.23788,2.85813,2.24308,2.09538,2.05302,3.41623,4.02857,0.732247657018925,0.0293680144299647
"3804","ENSG00000135643.4","protein_coding","+","KCNMB4",4731,"chr12",48,48,10.8663,9.14271,7.9851,9.98876,10.2385,11.4094,7.99511,9.29366,7.32023,12.1186,12.5067,9.24134,8.54383,9.10565,8.03458,9.99637,8.94966,8.22226,8.39774,9.52585,8.79999,6.85292,7.60142,9.40061,1.1418873164378,0.0377388288392147
"3814","ENSG00000136026.9","protein_coding","-","CKAP4",3093,"chr12",48,48,47.5983,39.7011,39.8183,43.8645,38.774,49.586,53.4696,43.3994,39.1167,47.1927,39.0224,37.1208,51.4538,48.8675,45.3265,46.6199,46.9647,37.8437,46.3167,45.3221,47.3373,56.7839,54.6375,57.1304,0.887205356104303,0.0198301223682377
"3818","ENSG00000136048.9","protein_coding","+","DRAM1",3519,"chr12",48,48,1.46464,1.27866,1.10723,1.87718,1.77039,1.58484,2.09391,1.57216,2.09979,1.30458,1.49598,1.21541,2.69139,1.7237,2.30001,2.16887,2.26758,1.65062,3.09188,1.61769,2.1375,3.47782,2.54241,1.6948,0.689394235621853,0.00207306775373614
"3928","ENSG00000150990.3","protein_coding","-","DHX37",4744,"chr12",48,48,2.34003,3.2126,3.49953,2.64209,2.82347,3.2749,5.03934,3.09963,2.54876,4.53064,5.02827,4.84843,4.70584,3.23565,3.41219,3.70604,4.97748,5.71384,3.92674,3.89989,3.57672,6.10999,6.66846,6.64501,0.758029688296745,0.0246440605403318
"3939","ENSG00000151176.3","protein_coding","+","PLBD2",2577,"chr12",48,48,10.5643,9.85679,11.2411,15.183,16.6206,13.2169,13.0894,14.2935,15.8718,18.7863,15.6191,18.0722,17.0634,16.1402,16.6572,13.5391,19.2108,17.5538,18.2318,18.0403,18.2598,17.58,15.5662,17.9855,0.837664973830104,0.00862523747368714
"3955","ENSG00000153233.8","protein_coding","-","PTPRR",4120,"chr12",48,48,1.63591,1.44444,1.35689,0.986675,1.62555,2.12718,1.58975,2.08491,1.77537,1.31687,2.20945,1.03812,1.43674,1.29198,1.19273,1.62093,1.1858,0.811723,1.04034,1.612,2.03799,0.573254,0.723845,0.49631,1.36848295186086,0.0242250193713332
"3969","ENSG00000161638.6","protein_coding","-","ITGA5",4444,"chr12",48,48,0.029738,0.163308,0.0381202,0.381141,0.175237,0.313742,0.515845,0.360372,0.41988,0.986081,1.34501,1.28324,1.21782,1.61562,0.227659,0.674705,1.64902,0.712935,2.67089,1.12085,1.06279,2.22247,2.85534,1.64878,0.340050644613836,0.00194749106303231
"3989","ENSG00000166046.6","protein_coding","+","TCP11L2",5328,"chr12",48,48,1.09138,1.87974,1.49438,1.52594,1.84164,0.635525,1.90543,1.42093,2.15733,1.72328,2.07903,2.05146,2.3807,2.69512,2.52278,1.68828,2.10897,2.27948,1.76364,2.58206,3.21751,1.37014,1.41579,1.43919,0.777816896706915,0.0390489370150668
"4016","ENSG00000167272.6","protein_coding","-","POP5",1082,"chr12",48,48,20.3974,14.8904,20.3538,16.7501,15.6902,26.8766,20.1275,21.3945,13.2444,15.2841,20.0698,16.7779,15.7871,12.6993,13.4913,20.1539,14.4487,16.9183,15.6931,14.2492,15.3587,14.486,18.8072,14.9612,1.18605696750671,0.0326273439648705
"4023","ENSG00000167553.10","protein_coding","+","TUBA1C",2190,"chr12",48,48,9.47419,4.63944,4.5639,9.43574,9.31658,13.4606,16.5239,15.1574,8.99745,16.651,13.5215,15.4937,24.3262,16.7879,15.245,18.9189,16.4337,7.3139,24.0129,18.9538,17.333,34.6085,25.2325,22.0975,0.568818861345962,0.00133431186712562
"4035","ENSG00000169884.9","protein_coding","-","WNT10B",2274,"chr12",48,48,0.697392,0.957442,1.41544,1.41522,0.75341,1.05109,0.576056,0.576215,0.886202,0.73412,0.361722,0.543354,2.00808,1.30649,0.63558,0.659277,1.5755,1.00625,0.797444,1.98183,1.15387,1.13303,2.05718,0.97414,0.651963993469413,0.0221220327163143
"4122","ENSG00000177192.9","protein_coding","+","PUS1",2852,"chr12",48,48,3.75338,2.49378,3.14815,3.20704,2.73055,1.88566,2.9281,3.3692,2.90491,3.6035,3.32637,3.16595,3.97313,3.03832,2.88859,3.05841,3.76861,3.45613,3.00574,2.99403,3.86411,5.72158,5.98696,5.7955,0.767944008036826,0.026351514812668
"4133","ENSG00000177990.7","protein_coding","-","DPY19L2",4386,"chr12",48,48,5.3935,5.26187,7.53173,4.71141,4.33232,3.36056,3.808,5.14512,6.00711,4.1749,4.36346,3.70559,2.85345,2.65304,2.83394,4.13284,2.1535,4.09339,5.29967,3.4611,4.70621,3.03511,3.22641,3.45772,1.37915921155681,0.00522085024661912
"4170","ENSG00000182379.9","protein_coding","+","NXPH4",1804,"chr12",48,48,0.439543,0.482755,0.469529,1.0328,1.29504,0.883286,0.726138,0.403521,0.910218,1.85076,0.425565,0.526858,1.03125,1.71549,1.52222,0.528843,2.16651,1.36598,2.01041,1.4463,2.61809,3.09449,1.52347,1.88913,0.451699040697951,0.000682556486205321
"4175","ENSG00000182870.8","protein_coding","-","GALNT9",3100,"chr12",48,48,2.68575,1.68559,1.91265,2.51337,2.91404,2.76283,3.16924,2.53609,3.20221,1.14434,0.512992,0.551875,5.67387,3.19457,3.54334,2.41806,2.57407,4.6559,3.61614,3.67267,3.83712,3.94789,1.90516,3.7378,0.598247242241609,0.00172711415786791
"4198","ENSG00000184992.10","protein_coding","+","BRI3BP",6648,"chr12",48,48,2.36561,3.55884,3.0069,1.83443,3.27994,2.51673,2.70936,2.60609,3.7274,3.1232,3.40669,3.25967,2.64576,3.44481,3.34804,2.1936,3.20898,4.34215,4.58753,4.78098,4.9468,4.29549,4.9785,2.97328,0.773727143316825,0.0148461453988276
"4287","ENSG00000198431.11","protein_coding","+","TXNRD1",5413,"chr12",48,48,28.5894,27.9142,23.5973,25.0017,27.1621,25.353,33.3054,38.7578,35.2713,28.7008,31.2732,24.8104,37.5243,29.2494,30.3053,42.8284,32.9129,30.8589,48.4236,38.9115,36.3557,36.77,30.8851,26.5689,0.829557821031609,0.0150698752999122
"4291","ENSG00000198707.10","protein_coding","-","CEP290",9228,"chr12",48,48,5.67119,7.3455,8.37117,5.34128,6.21111,5.61195,6.05079,4.63845,7.07717,7.90893,8.08769,7.30246,6.83611,5.23168,4.30711,8.00493,5.94715,6.59964,7.05647,4.70377,4.94756,3.90889,4.6068,3.84082,1.20649443794776,0.0420363475077026
"4372","ENSG00000205592.9","protein_coding","+","MUC19",19628,"chr12",48,48,0.0605973,0.0961345,0.0431542,0.0604063,0.103156,0.0101478,0.0500542,0.0815923,0.121684,0.0930249,0.145279,0.116216,0.0689321,0.0504543,0.044181,0.0763805,0.0663743,0.0358703,0.0923878,0.0241689,0.0712971,0.0437558,0.0357502,0.0347258,1.52332742646382,0.0393743938646619
"4525","ENSG00000234608.3","lincRNA","-","MAPKAPK5-AS1",2285,"chr12",48,48,12.0299,9.33776,9.86039,11.4896,8.24762,12.378,9.6025,13.6352,9.99527,7.94512,8.47154,10.1077,9.10388,8.28876,9.10829,10.6169,9.97765,8.93559,8.36893,10.069,9.18656,7.89305,7.39579,6.9353,1.16264590851693,0.0283785913213732
"4710","ENSG00000255837.1","protein_coding","-","TAS2R20",1381,"chr12",48,48,0.478479,0.420415,0.613345,0.613248,0.225562,0.576918,1.06712,1.05424,0.324278,0.71774,1.03241,0.963529,0.244931,0.358551,0.31397,0.690828,0.235843,0.764732,0.238745,0.171755,0.126667,0.621896,0.592798,0.86372,1.5479726424058,0.0458472514542495
"4784","ENSG00000256427.1","lincRNA","+","RP11-118B22.4",224,"chr12",48,46,1.76994,1.29597,2.26883,4.53694,4.17189,2.6676,3.655,6.49957,1.33282,2.79474,1.95847,2.54585,0.755022,0.552632,1.29045,3.65064,1.45401,1.57157,2.20786,2.1178,2.34278,3.8341,1.30525,0.760713,1.62513854090407,0.0470699280839807
"4893","ENSG00000257433.1","lincRNA","+","RP1-197B17.3",3299,"chr12",48,48,0.0400594,0.351981,0.0513507,0.154028,0.236057,0.301881,0.0496345,0.353053,0.339366,0.142321,0.132979,0.172862,0.358859,0.22514,0.262863,0.289189,0.29618,0.320126,0.299824,0.431392,0.265122,0.19525,0.283603,0.619823,0.604457589351274,0.0137734310141938
"4936","ENSG00000257742.1","lincRNA","-","RP11-350F4.2",5008,"chr12",48,48,2.77084,4.23156,5.51381,2.53663,3.14113,2.26704,1.831,2.29665,3.26392,2.67717,2.38708,2.50519,2.39774,1.97747,1.76046,2.8031,2.11366,2.98749,2.9297,2.27342,2.86423,1.45769,1.64637,1.66725,1.31785310087066,0.0474719745875832
"5192","ENSG00000102445.14","protein_coding","-","KIAA0226L",5242,"chr13",48,48,0.176477,0.166137,0.258536,0.484679,0.623953,0.455966,0.281132,0.388834,0.45563,0.557312,0.543977,0.906574,0.483952,0.684834,0.606577,0.181998,0.403862,0.470092,1.13215,0.769228,0.767518,0.573433,0.937033,0.877678,0.671775927934278,0.0361180545605914
"5205","ENSG00000102595.14","protein_coding","-","UGGT2",6760,"chr13",48,48,9.71619,10.1131,12.8057,7.09088,7.07328,5.4215,7.0003,9.13171,9.3739,7.2156,8.21745,6.58005,7.0302,4.5414,4.68229,8.64921,5.99845,7.52494,5.51137,4.28071,4.96835,4.03375,5.01711,4.83975,1.48693101847966,0.00109307424828691
"5212","ENSG00000102743.10","protein_coding","+","SLC25A15",1586,"chr13",48,48,4.58296,5.58262,5.55429,4.37866,6.48142,5.27466,5.16217,5.14064,6.16492,6.6444,8.33274,5.27363,5.97163,7.7271,6.5613,5.07008,6.9822,7.43572,8.41938,6.87951,7.50004,6.90428,10.2866,7.41335,0.786829302043954,0.00418036816246718
"5233","ENSG00000120669.11","protein_coding","-","SOHLH2",3980,"chr13",48,48,0.298845,0.182347,0.170257,0.297903,0.2348,0.200182,0.123425,0.182903,0.206286,0.104861,0.0688908,0.167165,0.33995,0.342132,0.290514,0.308195,0.204585,0.1769,0.124261,0.297982,0.26371,0.269736,0.337923,0.385326,0.669775955685568,0.00542797213980974
"5264","ENSG00000125247.11","protein_coding","-","TMTC4",3693,"chr13",48,48,11.6303,14.6996,14.7708,11.6038,13.3271,10.5173,12.7253,11.078,12.4498,15.9486,12.0128,13.6919,11.22,18.6036,12.8759,12.068,16.3158,15.7285,19.5967,15.9927,15.868,19.6512,18.5417,15.6419,0.804019177112397,0.00388516145794349
"5298","ENSG00000133110.10","protein_coding","-","POSTN",3379,"chr13",48,48,0.547553,0.085912,0.0501349,0.401016,0.230468,0.471574,0.387675,0.990997,1.03817,0.293341,0.40572,0.168769,1.05109,2.71099,0.171093,1.57305,0.385557,0.46882,0.292726,0.280786,0.51769,2.03336,3.21883,4.74033,0.290715219542496,0.033764743337536
"5306","ENSG00000134864.6","protein_coding","-","GGACT",1431,"chr13",48,48,0.923521,0.507157,0.947063,0.591821,0.653042,0.695951,0.915411,0.813923,1.30395,0.656206,0.95802,0.332094,0.590933,0.346023,0.303,0.857173,0.227602,0.369006,0.69121,0.663015,0.488966,0.750209,0.817265,0.238155,1.46599533910377,0.0212092808256334
"5328","ENSG00000136144.7","protein_coding","-","RCBTB1",4706,"chr13",48,48,8.3124,12.1522,11.8433,9.28598,12.4441,8.71893,9.74253,9.83802,13.1005,15.3867,13.7267,11.7746,13.2252,13.6784,12.5305,12.0478,14.3609,13.4649,13.5218,12.5502,12.5638,13.9155,13.0346,10.4644,0.877495590828924,0.0373721673715195
"5344","ENSG00000139514.8","protein_coding","-","SLC7A1",7347,"chr13",48,48,8.00454,9.75953,10.4913,9.42917,12.6347,7.7265,10.3858,10.2648,14.7407,16.3244,12.9423,13.1565,12.7759,11.6764,11.5869,9.99872,13.0776,14.8537,15.7292,14.754,14.3571,16.3947,14.7482,14.4493,0.826391840669307,0.0198684138827042
"5370","ENSG00000150457.7","protein_coding","-","LATS2",5672,"chr13",48,48,0.885388,1.89368,1.31415,1.25422,1.016,0.807681,1.64552,1.28341,1.57908,1.88549,1.25684,1.55839,2.95193,1.46225,1.7837,1.51381,1.8088,1.83091,2.1217,1.63091,1.91211,2.49838,2.08251,1.44203,0.71096056953762,0.00296079191151441
"5387","ENSG00000152749.7","protein_coding","+","GPR180",8822,"chr13",48,48,0.599211,1.53013,1.65143,0.844784,1.2888,0.835377,0.760996,0.990186,1.63286,1.54341,1.49804,0.926535,1.20776,1.43126,1.22873,1.85387,1.5506,1.95529,1.64442,1.66697,1.46731,1.80101,1.60406,1.42933,0.748476774371955,0.0071028322028469
"5393","ENSG00000165300.6","protein_coding","+","SLITRK5",4779,"chr13",48,48,4.75639,6.68186,6.69967,4.92649,7.65879,4.33455,6.92118,4.96573,7.71524,7.17193,7.6306,6.84151,7.39634,7.97808,6.23004,4.76261,9.16646,6.81375,8.93431,7.14708,5.85654,10.5131,12.4194,9.0566,0.792568027753198,0.0315623732341872
"5396","ENSG00000165475.9","protein_coding","-","CRYL1",1585,"chr13",48,48,11.006,7.41767,7.58853,9.83148,8.25428,15.834,12.1904,9.73664,9.70057,10.2033,10.7598,10.9137,7.36254,9.76259,8.75392,7.56692,8.32227,9.88354,9.04874,9.42788,9.2706,7.85688,10.4407,7.31052,1.1755049896626,0.0491035760583998
"5398","ENSG00000165487.9","protein_coding","-","MICU2",1920,"chr13",48,48,28.9779,29.8612,36.8811,29.0238,26.6074,28.5285,27.5465,24.8717,31.6822,22.8508,25.2193,22.6227,21.8453,18.5685,20.8516,33.3628,23.0703,27.2274,26.9604,22.2369,25.1458,22.4774,21.5323,19.7025,1.18266902536282,0.0152928083523204
"5406","ENSG00000169062.10","protein_coding","+","UPF3A",2378,"chr13",48,48,46.2379,40.5292,46.3052,45.9418,40.1493,38.1108,40.3507,43.0404,38.7941,42.406,44.5983,37.8902,41.819,39.2504,39.0197,40.8642,37.8704,33.8264,34.6622,32.5169,30.0863,42.5266,41.8524,47.4367,1.0923106344124,0.0498541673001289
"5423","ENSG00000178695.4","protein_coding","-","KCTD12",6229,"chr13",48,48,1.06081,3.00596,11.0689,1.52275,4.20069,2.65404,4.33742,2.12694,3.95417,10.8457,4.92996,6.75952,3.12239,13.8714,4.61738,2.53808,9.98691,8.67504,14.2649,15.5362,12.7496,6.99728,6.29908,6.64747,0.536218304549999,0.019806760913406
"5425","ENSG00000179399.9","protein_coding","+","GPC5",2889,"chr13",48,48,0.274467,1.15556,1.05549,1.34847,1.99473,1.03417,0.566785,0.705526,1.24009,1.5349,1.86017,2.27003,1.40498,2.9994,1.80101,0.990689,1.52196,1.27945,2.56781,2.54517,3.81462,1.41207,1.45733,1.0027,0.659747480270484,0.0486958111973068
"5464","ENSG00000197991.10","protein_coding","-","PCDH20",6548,"chr13",48,48,0.544931,1.13051,1.19008,0.67255,1.26066,0.942977,1.95052,1.4897,1.53881,1.94397,1.92616,0.464485,1.65302,3.51632,1.83202,1.51943,0.994804,2.20423,2.34138,2.82546,2.64475,1.57393,0.562606,1.04093,0.66297206203036,0.0408199801900746
"5905","ENSG00000054654.11","protein_coding","+","SYNE2",24285,"chr14",48,48,15.9066,24.0688,17.844,16.4462,20.3627,11.6056,16.1553,15.833,23.2442,12.2961,23.2309,11.115,20.3772,11.4793,16.2951,20.3159,11.0779,14.4379,7.89477,8.41922,10.0771,11.8561,16.087,12.3704,1.29510941988223,0.0374124899613793
"5911","ENSG00000066629.12","protein_coding","+","EML1",5657,"chr14",48,48,10.0221,12.5212,9.85232,9.94059,12.307,8.41511,9.40725,10.5262,12.7057,10.6698,10.9538,7.29178,11.3607,10.7662,12.3657,11.0343,11.8603,11.2635,11.336,10.6081,11.936,13.9673,13.3345,10.0607,0.890770680225572,0.0376144400069027
"5912","ENSG00000066735.10","protein_coding","+","KIF26A",6756,"chr14",48,48,6.24004,5.28515,5.04005,5.2649,5.92479,2.88925,4.55652,4.91335,5.67849,8.68701,4.11521,4.06573,3.72996,5.86334,4.10745,4.98279,10.4131,8.20678,7.56432,6.35465,5.79984,10.3923,9.15733,8.09625,0.740071911372534,0.0291350594413506
"5935","ENSG00000087303.12","protein_coding","-","NID2",4811,"chr14",48,48,0.192287,0.0905102,0.0352122,0.281653,0.291364,0.207006,0.170177,0.060524,0.217196,0.63977,0.52432,0.296337,0.28123,2.75317,0.18025,0.368276,0.54159,0.109758,0.582521,0.345116,0.254519,1.51738,2.6983,1.31049,0.274738764096284,0.0361499608693436
"5968","ENSG00000100441.5","protein_coding","+","KHNYN",6414,"chr14",48,48,6.16068,5.748,7.44816,6.76038,6.92062,7.35982,8.83309,7.69491,8.22716,9.45928,8.23325,8.60949,8.17411,7.37257,8.60785,9.28577,7.97236,7.16248,10.1266,9.02327,10.1727,9.67432,9.62737,7.94348,0.869814865257638,0.0164964292477365
"5975","ENSG00000100462.11","protein_coding","-","PRMT5",2616,"chr14",48,48,41.425,34.0677,34.3863,36.4528,34.0555,47.0542,39.7467,40.0708,32.7825,34.8587,36.6209,31.6817,45.4491,41.1686,38.9504,42.5126,36.2925,35.5934,38.8187,37.1748,38.0481,47.9321,53.9824,43.6421,0.887177799556734,0.0299571485336614
"5991","ENSG00000100554.7","protein_coding","-","ATP6V1D",1845,"chr14",48,48,43.4789,36.9754,38.013,35.0693,39.6763,50.524,44.8188,44.7424,39.281,30.99,36.2311,33.1242,26.2167,28.9178,26.3211,45.6518,35.6592,34.3445,36.8128,37.2825,38.4935,24.7876,29.1267,25.2136,1.21628237487134,0.0104457360815818
"6055","ENSG00000100889.7","protein_coding","+","PCK2",3198,"chr14",48,48,1.23974,0.726195,1.11242,1.95967,1.70459,1.99306,3.27693,2.23075,3.33747,1.97385,1.71473,1.04021,3.54327,1.70317,2.39529,2.98322,2.03689,2.53181,2.26815,2.37342,1.85977,3.35694,2.94388,2.39774,0.734024653257023,0.0297118223323342
"6113","ENSG00000126777.13","protein_coding","+","KTN1",5371,"chr14",48,48,19.832,20.0521,22.5833,17.9124,19.052,20.9157,24.8771,22.1462,21.7897,22.0776,24.0033,22.0315,21.916,16.5022,15.5537,23.2184,19.5262,18.647,19.5516,18.5038,17.8477,15.5506,19.4664,15.387,1.16060902979466,0.00417193244280105
"6163","ENSG00000136319.7","protein_coding","-","TTC5",4779,"chr14",48,48,5.14354,8.35233,6.84146,4.78472,5.83372,5.16812,6.78412,6.73268,6.41895,7.12826,8.00926,5.96643,6.26389,8.10759,9.67773,7.18669,7.32635,8.43432,6.79559,6.89891,7.39388,7.00873,6.8521,5.99019,0.877497456387869,0.0499153067382085
"6164","ENSG00000136327.6","protein_coding","-","NKX2-8",1261,"chr14",48,48,0.209605,0.115106,0.403028,0.402964,2.34676,1.10568,0.259705,0.115456,0.177568,0.496448,0.56533,0.376864,0.804718,3.53404,0.687696,1.94546,5.42401,2.09376,4.4449,2.63339,0.693606,14.4729,14.0971,6.89166,0.11389717555702,0.0110028852637067
"6176","ENSG00000139921.8","protein_coding","+","TMX1",2490,"chr14",48,48,9.07577,9.79313,11.906,8.16285,11.5093,10.799,11.9027,8.94592,9.56204,11.1879,12.8834,10.726,9.78072,10.6887,10.39,15.3806,13.6689,9.75509,11.9833,10.6689,10.7486,19.3152,20.2198,13.8236,0.808408472875,0.0423484850075727
"6215","ENSG00000151748.10","protein_coding","-","SAV1",3063,"chr14",48,48,2.45932,2.36938,2.59944,3.09671,3.25433,3.83666,3.31444,1.99634,2.48549,4.20685,4.29673,3.47537,3.14728,3.83938,3.06709,3.07021,3.77483,3.62031,3.71364,3.40729,3.31237,5.60783,5.93726,3.78295,0.807923606603567,0.0449323322504683
"6249","ENSG00000165553.4","protein_coding","-","NGB",1884,"chr14",48,48,0.841757,0.693383,0.899182,0.359616,0.661361,1.05722,0.956043,0.540941,0.594251,0.498424,0.26196,0.201795,0.0897691,0.45994,0.15343,0.361705,0.691505,0.373707,0.175004,0.377697,0.557094,0.22793,0.186227,0.180891,1.97291579327341,0.00406003353727806
"6282","ENSG00000168175.10","protein_coding","+","MAPK1IP1L",6480,"chr14",48,48,13.236,15.59,17.6465,12.991,13.0273,13.0943,13.3926,12.7167,16.8396,15.1272,16.7642,14.2274,18.6351,14.1938,14.3862,16.0899,14.7771,18.8511,17.2994,14.0559,15.954,16.1695,16.947,15.5674,0.905282014281094,0.0390537252287656
"6363","ENSG00000184227.3","protein_coding","+","ACOT1",1713,"chr14",48,48,1.85157,0.593134,1.48341,1.97757,2.36399,1.97669,1.33825,1.86981,1.22,1.33999,1.50458,1.60906,2.17207,0.505854,1.01248,1.82994,1.7112,1.33579,1.0586,0.969267,0.919058,0.626707,0.98995,0.89527,1.36373879542165,0.0411336249451873
"6419","ENSG00000197406.6","protein_coding","+","DIO3",2102,"chr14",48,48,3.58368,2.41684,2.33719,4.67364,3.48253,4.35886,3.89496,5.4025,5.64578,4.59141,4.06973,2.75821,1.85056,4.94688,7.56346,5.70579,8.28967,9.04363,7.29371,4.62652,4.32742,7.8652,3.86683,4.53967,0.675282833047337,0.0153606661560033
